"Parcel.number","Taxpayer.name","Parcel.address","Jurisdiction","Zip.code","Appraised.value","Assessor.s.report","SaleReason","SaleInstrument","PropertyClass","PrincipalUse","PropertyType","ExciseTaxNbr","Major","Minor","DocumentDate","SalePrice","RecordingNbr","Volume","Page","PlatNbr","PlatType","PlatLot","PlatBlock","SellerName","BuyerName","AFForestLand","AFCurrentUseLand","AFNonProfitUse","AFHistoricProperty","SaleWarning","PropertyTypeDecode","PrincipalUseDecode","PropertyClassDecode","SaleInstrumentDecode","SaleReasonDecode"
"8170100420","SEATTLE HOUSING AUTHORITY","1011 S WELLER ST","SEATTLE","98104",NA,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8170100430","SEATTLE INDIAN SERVICES","606 12TH AVE S","SEATTLE","98144",15364500,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8170100455","1225 MAR LLC","1225 S WELLER ST","SEATTLE","98144",13018900,"Report",1,15,2,7,3,2921821,"817010","0455",2018-03-28,0,20180330000314,NA,NA,NA," ","              ","       ","D&E MAR LLC                                       ","1225 MAR LLC                                      ","N","N","N","N","11 18 31","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Quit Claim Deed","None"
"8170100455","1225 MAR LLC","1225 S WELLER ST","SEATTLE","98144",13018900,"Report",18,15,2,7,3,2679173,"817010","0455",2014-04-01,0,20140715001442,NA,NA,NA," ","              ","       ","MAR PROPERTIES LLC                                ","D&E MAR LLC                                       ","N","N","N","N","11 18 31","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Quit Claim Deed","Other"
"8170100490","CHEN PETER Y+LIU BETH B","1224 S LANE ST","SEATTLE","98144",1351000,"Report",1,3,2,7,3,2920303,"817010","0490",2018-03-14,980000,20180321001184,NA,NA,NA," ","              ","       ","TILLMAN ROBERT                                    ","CHEN PETER Y+LIU BETH B                           ","N","N","N","N","15","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Statutory Warranty Deed","None"
"8170100495","D & E MAR LLC","1227 S WELLER ST","SEATTLE","98144",2382100,"Report",18,15,2,7,3,2679173,"817010","0495",2014-04-01,0,20140715001442,NA,NA,NA," ","              ","       ","MAR PROPERTIES LLC                                ","D&E MAR LLC                                       ","N","N","N","N","11 18 31","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Quit Claim Deed","Other"
"8170100520","PUBLIC STORAGE","1200 S DEARBOR","SEATTLE","N ST",41684000,"Report",1,3,1,7,1,2739498,"817010","0520",2015-06-23,3000000,20150629001113,NA,NA,NA," ","              ","       ","COLUMBIA STATE BANK                               ","PUBLIC STORAGE                                    ","N","N","N","N"," ","Land Only","Commercial","C/I land only","Statutory Warranty Deed","None"
"8170100520","PUBLIC STORAGE","1200 S DEARBOR","SEATTLE","N ST",41684000,"Report",4,18,2,11,3,2437559,"817010","0520",2010-04-19,4323365,20100421000455,NA,NA,NA," ","              ","       ","EISENHOWER & CARLSON PLLC                         ","COLUMBIA STATE BANK                               ","N","N","N","N","13 31","Land With Prev Used Bldg","Commercial/Industrial","C/I Improved property, no condo or mobile home","Trustees' Deed","Foreclosure"
"8170100570","SEATTLE GOODWILL INDUSTRIES","1300 S DEARBORN ST","SEATTLE","98144",5765000,"Report",1,3,2,7,23,2923587,"817010","0570",2018-04-06,5175000,20180410000039,NA,NA,NA," ","              ","       ","HERZOG ROBERT E                                   ","SEATTLE GOODWILL INDUSTRIES                       ","N","N","N","N"," ","Apparel and Other Finished Products","Commercial","C/I Improved property, no condo or mobile home","Statutory Warranty Deed","None"
"8591900036","NGUYEN FAMILY LP","S WASHINGTON ST","SEATTLE","98144",37400,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8591900045","12TH & JACKSON SQUARE LLC","1200 S JACKSON ST","SEATTLE","98144",4853600,"Report",18,3,2,7,3,2558717,"859190","0045",2012-08-10,0,20120814000974,NA,NA,NA," ","              ","       ","LIAO PAUL+LIAO MEI YEA                            ","12TH & JACKSON SQUARE LLC                         ","N","N","N","N","11 31","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Statutory Warranty Deed","Other"
"8591900055","DANG & MAI LLC","1212 S JACKSON ST","SEATTLE","98144",1737900,"Report",1,3,2,7,3,3027346,"859190","0055",2019-12-20,0,20191226000275,NA,NA,NA," ","              ","       ","NGUYEN MARIA THUC CUC                             ","NGUYEN QUOC-ANH DUC+DIEM-ANH DUC+TUAN-ANH DUC     ","N","N","N","N"," ","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Statutory Warranty Deed","None"
"8591900055","DANG & MAI LLC","1212 S JACKSON ST","SEATTLE","98144",1737900,"Report",1,2,3,7,59,3169423,"859190","0055",2022-01-07,1782000,20220120000931,NA,NA,NA," ","              ","       ","NGUYEN DIEM ANH DUC+QUAC ANH DUC+ET AL            ","DANG & MAI LLC                                    ","N","N","N","N"," ","Tenant Occupied, Commercial Properties","Commercial","C/I - Condominium","Warranty Deed","None"
"8591900060","DANG DIEP VAN+NGUYEN TRA TH","1222 S JACKSON ST","SEATTLE","98144",599500,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8591900061","DANG FELICIA MY PHUONG","1220 S JACKSON ST","SEATTLE","98144",599500,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8591900065","FISHER INVESTMENTS LLC","1224 S JACKSON ST","SEATTLE","98144",3528500,"Report",16,15,2,7,3,2816154,"859190","0065",2016-08-15,0,20160816001938,NA,NA,NA," ","              ","       ","FISHER LAWRENCE+KITSELMAN SHARON R                ","FISHER INVESTMENTS LLC                            ","N","N","N","N","18 20 31 45","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Quit Claim Deed","Correction (Refiling)"
"8591900075","DANG DIEP VAN+NGUYEN TRA TH","1236 S JACKSON ST","SEATTLE","98144",1627100,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8591900076","PHO PHAMILY IV LLC","1240 S JACKSON ST","SEATTLE","98144",841000,"Report",18,3,2,7,3,2395952,"859190","0076",2009-06-09,0,20090623000926,NA,NA,NA," ","              ","       ","PHAM AUGUSTINE NIEN+THERESA CAT VU                ","PHO PHAMILY IV LLC                                ","N","N","N","N","31 45 51","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Statutory Warranty Deed","Other"
"8591900100","LIHI MAIN STREET LLC","1221 S MAIN ST","SEATTLE","98144",2914700,"Report",18,3,2,7,3,2558714,"859190","0100",2012-08-10,0,20120814000970,NA,NA,NA," ","              ","       ","LIAO PAUL B+MEI YEA                               ","12TH & MAIN PLAZA LLC                             ","N","N","N","N","11 31","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Statutory Warranty Deed","Other"
"8591900100","LIHI MAIN STREET LLC","1221 S MAIN ST","SEATTLE","98144",2914700,"Report",1,3,2,7,59,2863901,"859190","0100",2017-05-06,3150000,20170511001304,NA,NA,NA," ","              ","       ","12TH & MAIN PLAZA LLC                             ","M12 LLC                                           ","N","N","N","N"," ","Tenant Occupied, Commercial Properties","Commercial","C/I Improved property, no condo or mobile home","Statutory Warranty Deed","None"
"8591900100","LIHI MAIN STREET LLC","1221 S MAIN ST","SEATTLE","98144",2914700,"Report",1,2,3,7,59,3210018,"859190","0100",2022-09-07,5100000,20220916000771,NA,NA,NA," ","              ","       ","M12 LLC                                           ","LIHI MAIN STREET LLC                              ","N","N","N","N"," ","Tenant Occupied, Commercial Properties","Commercial","C/I - Condominium","Warranty Deed","None"
"8591900110","KUO SU HSIAN","1215 S MAIN ST","SEATTLE","98144",1513000,"Report",8,15,2,7,3,3198858,"859190","0110",2022-02-14,0,20220706000470,NA,NA,NA," ","              ","       ","KUO WU HSIUNG                                     ","KUO SU HSIAN                                      ","N","N","N","N","12 18 31 45 51","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Quit Claim Deed","Estate Settlement"
"8591900145","CHINN NATE","1032 S JACKSON ST","SEATTLE","98104",16920200,"Report",19,15,2,7,3,2838332,"859190","0145",2016-11-18,0,20161208000354,NA,NA,NA," ","              ","       ","SHIOMI MITSUKO                                    ","CHINN INVESTMENTS LLC                             ","N","N","N","N","18 31 51 52","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Quit Claim Deed",NA
"8591900145","CHINN NATE","1032 S JACKSON ST","SEATTLE","98104",16920200,"Report",18,15,2,7,3,2422073,"859190","0145",2009-12-01,0,20091218000161,NA,NA,NA," ","              ","       ","CHINN DENNIS L+SANDRA L                           ","CHINN INVESTMENTS L L C                           ","N","N","N","N","11 18 31 45","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Quit Claim Deed","Other"
"8591900145","CHINN NATE","1032 S JACKSON ST","SEATTLE","98104",16920200,"Report",8,24,2,7,3,2838328,"859190","0145",2016-11-18,0,20161208000322,NA,NA,NA," ","              ","       ","SHIOMI WILCE H                                    ","SHIOMI MITSUKO                                    ","N","N","N","N","12 31 51","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Deed Of Personal Rep","Estate Settlement"
"8591900155","CHINN NATHAN","1046 S JACKSON ST","SEATTLE","98104",6608000,"Report",18,15,2,7,3,2422073,"859190","0155",2009-12-01,0,20091218000161,NA,NA,NA," ","              ","       ","CHINN DENNIS L+SANDRA L                           ","CHINN INVESTMENTS L L C                           ","N","N","N","N","11 18 31 45","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Quit Claim Deed","Other"
"8591900170","RL PHAN LLC","303 12TH AVE S","SEATTLE","98104",1616900,"Report",18,15,2,7,3,3047447,"859190","0170",2020-04-23,0,20200519000294,NA,NA,NA," ","              ","       ","PHAN RICHARD+LINH                                 ","RL PHAN LLC                                       ","N","N","N","N","11 18 31","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Quit Claim Deed","Other"
"8592400055","NGUYEN TUNG THAN+VIET THANH","200 12TH AVE S","SEATTLE","98144",2569600,"Report",5,15,2,7,3,3036784,"859240","0055",2020-02-03,0,NA,NA,NA,NA," ","              ","       ","JOSEPH+LINDA NGUYEN FAMILY LIMITED PARTNERSHIP    ","NGUYEN JOSEPH T SURVIVOR'S TRUST (REV TST)        ","N","N","N","N","18 31 51","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Quit Claim Deed","Trust"
"8592400070","TRUONG MUI+NGO MINH+NGO HON","1212 S MAIN ST","SEATTLE","98144",625200,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8592900065","8 S WELLER LLC","#Error","SEATTLE",NA,7257600,"Report",1,2,3,7,59,3183407,"859290","0065",2022-04-12,8000000,20220413001056,NA,NA,NA," ","              ","       ","ENG AND ENG INC +ENG SUEY SUN FAMILY ASSOCIATION O","8 S WELLER LLC                                    ","N","N","N","N"," ","Tenant Occupied, Commercial Properties","Commercial","C/I - Condominium","Warranty Deed","None"
"8592900080","HC ID LLLP","616 8TH AVE S","SEATTLE","98104",7258600,"Report",1,3,2,7,3,2649012,"859290","0080",2014-01-08,4000000,20140108001485,NA,NA,NA," ","              ","       ","FRAIOLI JAMES J+KARIN L                           ","HC ID LLLP                                        ","N","N","N","N"," ","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Statutory Warranty Deed","None"
"8592900105","SEA CHINATOWN INTL DIST PDA","802 S DEARBORN ST","SEATTLE","98104",22798200,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8594200000",NA,"913 S JACKSO",NA,"N ST",NA,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8653700000",NA,"108 5TH AVE S",NA,"98104",NA,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8809700000",NA,"401 S JACKSON ST",NA,"98104",NA,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8849050000",NA,"512 S WELLER ST",NA,"98104",NA,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9820700015","TOYOKO INN SEATTLE LLC","201 5TH AVE S","SEATTLE","98104",6408000,"Report",1,3,1,7,1,2911669,"982070","0015",2018-01-22,10000000,20180122000816,NA,NA,NA," ","              ","       ","SWEAZEY INVESTMENTS LLC +SWEAZEY LINVESTMENTS LLC ","TOYOKO INN SEATTLE LLC                            ","N","N","N","N"," ","Land Only","Commercial","C/I land only","Statutory Warranty Deed","None"
"9820700015","TOYOKO INN SEATTLE LLC","201 5TH AVE S","SEATTLE","98104",6408000,"Report",18,26,1,7,1,2911050,"982070","0015",2017-12-31,225000,20180117000744,NA,NA,NA," ","              ","       ","SWEAZEY INVESTMENTS LLC                           ","DA LI INTERNATIONAL LLC                           ","N","N","N","N","24","Land Only","Commercial","C/I land only","Other - See Affidavit","Other"
"9820700050","SWEAZEY INVESTMENTS L L C","5TH AVE S","SEATTLE","98104",951100,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9820700085","SWEAZEY INVESTMENTS L L C","40 5TH AVE S","SEATTLE","98104",3204000,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9820700090","ASCONA SEATTLE LLC","200 5TH AVE S","SEATTLE","98104",14422000,"Report",1,3,2,7,3,2894767,"982070","0090",2017-10-06,11239600,20171012001130,NA,NA,NA," ","              ","       ","PARADIGM ASCONA LLC                               ","ASCONA SEATTLE LLC                                ","N","N","N","N"," ","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Statutory Warranty Deed","None"
"9820700090","ASCONA SEATTLE LLC","200 5TH AVE S","SEATTLE","98104",14422000,"Report",1,3,2,11,3,2397340,"982070","0090",2009-06-29,2619700,20090630001398,NA,NA,NA," ","              ","       ","ARCHDIOCESAN HOUSING AUTHORITY                    ","ASCONA APARTMENTS LLC                             ","N","N","N","N","17","Land With Prev Used Bldg","Commercial/Industrial","C/I Improved property, no condo or mobile home","Statutory Warranty Deed","None"
"9820700090","ASCONA SEATTLE LLC","200 5TH AVE S","SEATTLE","98104",14422000,"Report",1,3,2,7,3,2674214,"982070","0090",2014-06-13,6750000,20140618001322,NA,NA,NA," ","              ","       ","ASCONA APARTMENTS LLC                             ","PARADIGM ASCONA LLC                               ","N","N","N","N","54","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Statutory Warranty Deed","None"
"9820700095","206 PARTNERS LLC","206 5TH AVE S","SEATTLE","98104",3205000,"Report",18,27,2,7,45,3097688,"982070","0095",2021-01-28,0,20210203002212,NA,NA,NA," ","              ","       ","206 PARTNERS LLC                                  ","SEATTLE CITY OF                                   ","N","N","N","N"," ","Highway And Street Right Of Way","Commercial","C/I Improved property, no condo or mobile home","Deed","Other"
"9820700095","206 PARTNERS LLC","206 5TH AVE S","SEATTLE","98104",3205000,"Report",1,15,2,7,59,3029578,"982070","0095",2020-01-03,0,20200110001385,NA,NA,NA," ","              ","       ","YOOK SENG INVESTMENT COMPANY LLC                  ","206 PARTNERS LLC                                  ","N","N","N","N"," ","Tenant Occupied, Commercial Properties","Commercial","C/I Improved property, no condo or mobile home","Quit Claim Deed","None"
"9820700100","214 BUILDING LLC","214 5TH AVE S","SEATTLE","98104",3205000,"Report",1,4,2,7,3,2378364,"982070","0100",2009-01-29,1000000,20090129000843,NA,NA,NA," ","              ","       ","LENNOCO ARIZONA LLC                               ","214 BUILDING LLC                                  ","N","N","N","N","11 45","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Special Warranty Deed","None"
"9820700100","214 BUILDING LLC","214 5TH AVE S","SEATTLE","98104",3205000,"Report",18,15,2,7,3,2353758,"982070","0100",2008-06-06,0,20080703001458,NA,NA,NA," ","              ","       ","214 BUILDING L L C                                ","LENNOCO ARIZONA L L C                             ","N","N","N","N","11 18 31 45","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Quit Claim Deed","Other"
"9821700015","SEATTLE CITY OF DPR","825 YESLER WAY","SEATTLE","98104",NA,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9822000640","SEATTLE HOUSING AUTHORITY","#Error","SEATTLE",NA,NA,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9822000650","SEATTLE HOUSING AUTHORITY","#Error","SEATTLE",NA,NA,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9822000660","SEATTLE HOUSING AUTHORITY","#Error","SEATTLE",NA,NA,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9822000670","SEATTLE HOUSING AUTHORITY","#Error","SEATTLE",NA,NA,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9822000680","SEATTLE HOUSING AUTHORITY","#Error","SEATTLE",NA,NA,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9822000690","SEATTLE HOUSING AUTHORITY","#Error","SEATTLE",NA,NA,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
